,Id,Apellido,Nombre,Propio,Padre,Madre,PIngFam,IngFam,Hijos,Exitable,Extravagante,Pesimista,Timido,Sentimental,Dependiente,Responsable,Capaz,Sociable,Servicial,Etico,Conciente,Espiritual,Impulsivo,Desordenado,Temeroso,Vago,Apego,Empatia,Compasivo,VxH
1150,1150,UMXUQ,NJCJN,U,P,P,473234013,2821544695,4,346460324,974861976,178496532,496753598,403539741,155691245,5769965,232474372,362338553,744878133,666885624,557025694,532392633,316828349,734873776,666181226,298538613,346410675,216010033,452059202,810520368
1151,1151,KPGGS,MEVOG,S,P,P,148242656,3715777956,0,515868949,667937976,857258635,957930985,655226857,232047558,866694368,42467071,847275554,115437605,746111107,729397855,578823394,4268483,791907136,964700591,686166465,911919272,241353019,457772876,458991346
1152,1152,XDHCG,WYOPO,P,S,P,890928898,4928388246,0,941420724,865678251,768552617,50334695,509239588,675968941,323195931,146427839,615668372,131498751,820978145,447653361,200962374,298004443,649770118,464816986,854792452,363766147,586829725,189981767,342941695
1153,1153,MDRAC,EBBIL,P,P,P,8646566,4168917533,0,77690163,784995035,490505643,366393379,921116222,466582549,989883806,27318297,306456021,30263193,87414994,666603055,56538179,304276989,416295708,21508594,255117618,791789985,721476465,539489566,696852056
1154,1154,ECJIB,GEOPE,U,S,S,986872651,1920784982,4,99481967,391198361,279822038,103529893,310909084,83370712,305841941,606717705,271845752,869012359,661222241,442835982,326445744,511596879,200186377,118700316,680377984,234635715,582059127,758068771,863010644
1155,1155,SVFBA,ANEDY,S,P,P,651776177,4184217432,0,8145509,632161879,422947629,776447512,215702773,865907235,97205664,29144529,509031363,189130355,686006242,678218048,910980024,632537519,94941609,75613115,197230484,838251214,593582658,64682201,376145458
1156,1156,BRUQU,VHXRK,P,S,S,600254072,4722506715,1,398947032,40868608,304646108,604924371,962967483,356594466,337208021,124990759,900586679,717788696,253353873,999699079,973635119,929119703,120060966,281058008,520850758,903588323,97654399,682370635,565796495
1157,1157,PODFQ,JRGJB,P,S,P,712828456,160181171,0,448261209,387308483,834808631,437935942,80525513,664302338,106373487,190668064,832643995,794572355,550857185,784130033,505462363,609348762,332244405,413500429,32228402,536325051,165597377,747513416,544034463
1158,1158,XNOVR,BSUOG,P,P,S,545183379,8182431293,0,419108907,90646169,713071295,650392583,277761142,49042338,486425347,409783533,852590967,96658321,163968715,791001707,583055678,165704914,498216784,636990407,310479083,828432569,753317112,187305637,638218897
1159,1159,LWYSK,YNWHC,S,S,P,908347401,3108178892,2,799826575,426482382,234916812,89105361,379990966,591686116,159876342,908629494,434971999,301360683,34831326,826359928,80831434,266661207,34771605,540410157,30544862,367789382,657016614,27935483,700922806
1160,1160,ATPEX,CNJMM,P,P,P,983756239,1205909741,0,440445993,536607841,503030479,63101274,461465386,804696087,810939605,484879446,975422603,441519172,715677003,41586018,697196876,367494933,213490231,57750888,185710058,391569718,272076077,527008781,599957839
1161,1161,HQOVX,IWXHR,P,U,S,620076995,1496447684,3,230027324,106801203,209156711,7812502,186667877,379109334,538836443,201020867,200402412,942053667,650098559,226354943,189897555,398835571,241716886,841896288,960643571,553201699,299558238,699134588,829241885
1162,1162,VCHGX,YXJRA,P,S,P,750030996,7938865626,4,879030329,715110605,427005112,956936854,685608556,95019962,224558503,770533465,98694719,628701457,404753789,455433945,311696771,393077907,690780812,939827929,224356153,4361924,735739813,884036034,600306509
1163,1163,VRKLL,ICPIO,P,S,S,72636876,3227436231,1,783929217,287059435,489173873,87519392,60875231,109834276,16828655,306086025,605798948,692977912,97526345,560379194,239694385,201753652,84612239,890178321,251423604,235460153,417984362,532820763,515226735
1164,1164,HEFOW,TDMKD,P,P,P,945834678,4981968728,1,616959993,681830418,567777671,860475047,488511235,708375537,197496876,145692819,744740807,3397624,487807491,1468406,188149215,878129207,88379581,41723568,637782566,271776238,494507925,463289427,404542265
1165,1165,DPHFB,XALXE,P,U,S,251283728,2935491124,0,149213413,16776155,590476463,821062629,604656935,49370947,12771705,177166544,453384785,913748374,641062735,979181998,946179964,756265188,301497088,52470615,557298307,927977716,325609457,956712578,678861851
1166,1166,PTWPR,PHFKU,S,P,P,843853745,2958042596,0,216177405,717116285,771951322,126509425,750985935,796517035,186458935,689034577,831832823,572227578,174691394,602301689,1381192,80764639,955297096,833122853,242235914,28550561,46873637,982497249,491427392
1167,1167,JORBX,EJKJX,P,P,S,825387212,3400431088,0,434493778,359303319,19285881,905071333,512444497,629394786,258533249,273377697,820279417,775852854,78803247,558016987,462110027,675360874,207499545,612070465,413480541,136185999,549457564,857123855,263515021
1168,1168,UKFPG,YKVLV,U,U,P,282286724,6612397772,2,144239884,752068608,777938452,394825661,545005901,721294332,14325707,44532772,300770438,77158463,407800339,333696793,995270123,910616227,128224265,817994497,884062255,723388315,694836389,151636424,515708727
1169,1169,KAUCV,KQKKJ,S,P,S,769034137,2910209499,0,597387154,534557887,637168391,560749845,391374423,628098666,16021342,347853287,556341691,261998352,679776456,668941068,434415573,223580446,443949706,496708737,458882086,388097713,667250086,663310839,430205253
1170,1170,RQSSP,VFSDF,P,U,P,29058835,4581331376,0,834343939,985578154,872969419,845119089,124016636,198275907,244866149,477779766,786375352,676587644,424956764,869670436,917451389,266042499,966620711,453366989,173382946,874102966,12731093,495825244,539126202
1171,1171,KKSAX,WXSTN,U,P,P,435186273,2482788538,3,275774709,123137945,930086864,4650415,235697906,150255531,92327644,593955294,321114855,642981995,476547351,961722996,239735141,290237431,925394758,75606337,373495262,489722374,831719024,738909035,818190891
1172,1172,VSGVL,LMHGC,P,P,S,393605123,3685512503,0,486475731,411123009,152418934,856406864,91147078,716726754,692534269,125457376,91883461,246101389,622164408,134892247,841378006,729689341,570092198,647336935,668263972,776372601,221631581,96202639,40705043
1173,1173,MCRVQ,YBHPB,S,P,P,280059228,3160966329,4,9559375,84768656,436805759,950348681,19540936,825215286,962296694,222252994,890494091,1140962,581440904,827232725,364827953,81852921,842261026,726895809,127656317,104841455,768071367,409228464,590889508
1174,1174,YDBFV,VRSKV,P,P,P,590276687,3018661663,0,96237679,589533361,80977758,52118344,903771942,537213804,732809183,198043606,333830995,95311867,662148432,993923514,873773849,22756662,646400667,889892387,39262825,899290778,480692861,45787741,479410619
1175,1175,UJRMT,YQPAC,P,P,S,297221763,4004233418,0,674609854,715505512,991103692,635924444,79452747,833977303,21087623,665200346,986726075,299959952,39908934,479376223,101820174,448349224,41102529,49125387,97461426,174306422,82152858,385932307,689306012
1176,1176,GLXBW,QWAXL,S,P,P,387440476,3323221607,0,514764407,905623356,615652528,647377592,402542488,422172829,351099278,412041919,533015799,750664831,182984975,169816687,615061314,142756979,921179292,277203445,49154389,492478449,297124427,378536634,704800719
1177,1177,WRKFU,AVJVU,P,S,S,561986448,287184437,0,698625325,693110758,495444598,255530939,759029547,944897547,679751858,87950689,625612944,185110244,14568855,756557308,382035832,866237662,687069704,989226165,831303858,710708807,811056856,813036596,545387128
1178,1178,ANENQ,BTLMB,S,P,S,144959365,2126207565,0,54979199,333770774,84314276,863173672,100725112,533437849,278913932,60597665,363020003,885462655,685205878,337356028,94001765,156961535,105164661,998232451,901363027,248257004,181270285,254273626,532721525
1179,1179,VEJND,UYVUA,P,P,P,512834806,1756146209,0,403060312,992478958,98102918,613325173,922765921,845226101,975317528,12289096,319248329,978765848,630284374,311863948,93612435,438961193,761965639,24706937,513589076,827098019,852177506,442732606,397120914
1180,1180,JGEYK,MVNYE,S,S,P,25854868,6100247054,0,5495784,294597913,259642802,782619642,9194726,500068205,311385089,891337329,375316508,617183717,114782599,315463032,829120453,66457251,88132123,995922051,996562035,581757591,456765973,48990551,417333157
1181,1181,WQQYG,ILXFW,U,S,U,699894044,2693945642,3,492049509,190545356,408053314,88389959,722684998,487918543,818472576,741610591,524715836,169104822,982705105,920638156,259589269,727073362,214680073,908354716,21932959,212066877,197762307,51708007,820617565
1182,1182,YVWEM,UBWVM,U,S,S,193736617,3630084608,3,319922434,8332123,57496941,243301326,710095905,407969262,127119726,386001951,511887314,497129016,163860046,723347465,49583913,431492617,82647557,23466655,422075456,864477173,787660361,59980888,844149515
1183,1183,XHOQM,MSUKU,S,S,P,643038845,3115000289,0,4882483,6934084,23349672,238428708,341358496,839230142,35482549,47932126,798832207,738760645,794786013,88145824,287597715,121798311,941281748,344595463,386443481,719764536,360438234,204817295,843160607
1184,1184,UJSGB,GJVMH,P,U,P,557542285,2616816961,0,587677506,917887847,546828843,984978724,529378781,861451578,708915554,964947189,172820997,765811747,430670385,294156295,557833468,689594646,158694499,524172913,204231442,208098867,9142632,731518454,649909859
1185,1185,NNEYW,TUMXF,U,P,P,68117985,4328059487,0,445757198,480749137,601363958,164911312,733729311,564510393,209660485,920229348,370297647,331153913,811563714,494683691,266811169,467196898,494408644,174744732,48034184,704426135,394657312,66340031,47928751
1186,1186,XJFMJ,YNYRT,S,P,P,611528842,1580420242,0,128337994,634902723,437800672,70619909,408876465,148038938,393034993,79893287,169227945,53892527,63769466,868918714,929969954,598725687,656879022,617130932,136488916,17865735,740605734,116406311,621209637
1187,1187,TUSHS,YSOEH,S,S,P,313996457,4727443228,0,830488106,154640758,2740989,685070552,464444504,975467846,85867857,555828139,372548821,563683594,42921117,468677112,833899685,852542283,21026296,390948608,894228723,241924378,117497949,83544654,587276631
1188,1188,NUDLD,QDNTV,S,S,P,90305557,4665930414,0,380435327,188455635,683876105,86807,976762664,187865577,231250325,955594507,697943291,816782288,621650226,782201705,381583493,757321116,226628688,697352581,71809013,773663412,610657925,858126178,54328722
1189,1189,BQLWN,QNMQM,U,S,P,528475785,3898458791,0,951366727,408049161,2637147,343295243,219279528,949834646,52003954,877327208,959282916,40046969,484661017,509903136,990290361,257367712,655940861,353212822,417323375,669561848,410560606,25483413,452712428
1190,1190,PVLUB,KDKVU,P,P,P,767924318,3358217072,0,917062353,903468573,308958434,233679827,686365148,360038799,11559714,662062113,58338208,48554422,522182652,678341953,210537849,315738316,5501835,186237313,548453319,714332336,510227471,359897406,7100033
1191,1191,TVRIG,HGOJO,P,S,P,605617616,3912093907,0,327767339,40644697,89817472,42663362,269212253,93815976,454831022,759723156,136188398,42143486,207549132,14973411,46327997,738075695,908660342,170091558,657311637,725196915,372122214,98126238,700227302
1192,1192,QNHSB,LIFUC,P,P,P,777901111,2739075699,1,6499169,399593631,744829902,744322296,381594003,32249626,553077479,943127706,692503475,108605167,296104168,140924039,164965344,617905818,747167609,869628494,68516985,408036581,605473579,837653832,714027494
1193,1193,BWOYK,TXYSO,P,P,S,629610774,4303365203,4,721693097,452339512,675828788,743020328,979111723,5400418,219801173,280531784,75279981,970120765,964763032,328036572,653946161,888148955,96624185,150378746,233751818,864438141,94811668,591998459,829416512
1194,1194,HERRV,HOIOH,P,S,P,784907024,4589605169,0,307509354,556155008,137902393,755201246,616419457,82264538,716239388,103059289,978759607,595902753,391446017,565962558,485206967,23244856,925112648,561965283,491083887,510314293,65699581,169012742,523671978
1195,1195,HROUO,KNTRS,P,P,S,745138536,8920781396,0,55781159,448943133,130464635,115572984,737486021,305144375,1760932,941522848,913440795,444689,979542153,488944835,950306924,343292101,249987022,36818048,670779777,526736167,782214955,716758443,505074686
1196,1196,OIEHW,SWSJE,P,P,P,140915638,225298843,3,509592902,107029678,202905259,118633818,637898444,974919648,572500171,219629786,594344208,28934729,294786811,143211917,457360563,297360773,486084971,66189885,447487044,730565404,7984027,291113434,892846353
1197,1197,XEXLR,YDAEH,S,P,S,859788358,4170395036,1,86780935,255328639,886535267,720477994,215859352,3498858,797800894,2797077,182156191,403757664,771040884,198171198,609448195,577993893,75834185,399509039,150295206,561899987,134087716,97843855,599732749
1198,1198,JKEBM,HMIOI,P,S,U,341707656,1101843395,0,118043937,321746938,58642588,614110298,268907458,260717775,301449042,717369379,47668882,46335259,492814724,958827741,197606334,576454283,505264192,687307818,684457002,447151467,78560864,206970474,34196742
1199,1199,RKIIA,NQSHS,P,S,P,250790574,3680666504,1,756496296,840874654,973189132,824801196,964195663,541419714,740117653,367233738,667914882,553323089,260090366,48355635,765668102,872065142,575404442,976107473,473043396,55185034,686365947,957393554,491700507
1200,1200,CHUWT,UVMLI,P,P,S,385085613,3200252574,4,926303592,500192836,765442249,316362241,191017058,270018565,748219947,676958803,75453356,154732498,302515029,422873056,787066754,994342674,343401051,714392152,578677719,926333187,701724727,631575088,624290705
1201,1201,BMMMK,QJFLS,P,P,S,663764685,1153249686,0,688743151,682677666,451814973,152445493,12659514,240121426,97609771,754616646,73306228,221895156,6285355,223655716,768332086,859048422,475321635,823329494,346104772,207883495,892823933,765067635,431528825
1202,1202,WIBRN,FFSCY,S,P,U,773515402,1821975463,4,178237826,881859574,737903879,875688888,323131095,820484148,108981983,574381045,780420676,975396208,915857062,627129961,668528859,76262657,366056329,246747859,19451988,343054678,959921341,907549256,807572267
1203,1203,FPGCU,MJDJK,P,P,S,163028573,2253295274,0,215506345,53639472,607899401,563836707,417099776,412658089,148905067,261523896,232232421,151254264,779188161,972255688,159303228,353723684,472849579,106095015,174704759,52352461,910049612,354389,640905131
1204,1204,ERUMU,GUSVM,P,S,S,998132549,4825782399,1,662681219,170891734,42389817,726487704,197539109,38803945,413550725,285836302,90707754,310822441,940829862,341351928,910537379,337461021,73532604,591734667,249166111,88515741,410127861,325364262,371724768
1205,1205,UGOIH,CUHTQ,P,S,S,720158593,8667577075,2,665217478,962696491,27018257,531249434,261053068,366533065,35419557,366282307,667099803,6110306,910244559,413187184,151085279,667289526,259993648,752036579,978693929,320961826,678506662,103294462,64445966
1206,1206,WQWKN,JGANX,U,P,S,463003424,2678342408,0,349851204,747766655,392326854,94628364,261845251,190577693,486636794,725794078,114382752,348642183,795273222,2022114,333714814,906639029,247404746,61193604,74043893,939586827,729230612,752413012,428579878
1207,1207,UJBSL,YJHWP,P,P,P,406518084,4702813387,0,303687952,655685591,188029661,815064718,309877926,9799363,172763017,494490445,54324834,317006214,968687148,827875422,670877702,532174918,983010097,509541956,885926714,113340548,947097378,9557539,127004819
1208,1208,NMBTU,YECPD,S,U,P,309354206,4114929724,0,48256614,558860103,95727125,270690009,930799789,667458804,718357569,134122253,23157681,419513751,645403854,295361322,428299718,223569344,781368143,630785398,714585625,633128159,167422681,861780879,637297701
1209,1209,EIIQT,UBQEW,P,P,P,329186621,3743667176,0,474146381,614112857,924421475,810252333,664806278,366482248,543971128,629588913,490882599,449138651,422080441,971535426,514139289,646054116,851413596,51735853,909745576,476745176,583681066,658717573,497288612
1210,1210,BROPJ,AMCTY,P,P,P,42015422,1513886953,0,691936296,368085317,948957082,702115205,326213759,599726371,76084517,175707968,214212503,705921275,948017055,955266527,187605556,863335161,650753919,164040378,991886084,951745343,435512827,98401907,35281179
1211,1211,ICSCJ,AOEGE,P,U,U,400530256,4191639924,3,42233272,293031224,985206889,684003589,386221503,733723486,32253342,738391303,340849443,897688873,116241891,327635841,76277613,607731698,567960825,350691468,506112538,441167706,38809255,809968954,928943261
1212,1212,AQWRL,JODVC,P,S,S,830517815,4726884964,0,433131406,64330586,87410982,3072418,286205008,616586144,63102337,307778593,88601184,534785192,33951618,280425769,927332245,214317255,510287292,200861159,361751115,175692389,17339466,826462406,5929064
1213,1213,JASUV,USRIS,U,P,S,65031462,6364055266,1,519743873,9568023,806659879,667185797,976864594,57798315,571739137,19534828,267697199,448749407,901332895,853192325,461095453,364946611,185652366,439693622,974559625,770262149,665815933,919816585,561212865
1214,1214,LCJLH,OCBTF,P,S,P,278050394,3052273801,0,943272998,197690466,7223436,902749705,459646407,21597814,286395288,9826406,457039292,811653332,963936267,710994498,156282844,298100866,672574643,376818327,992346494,979055903,589318457,451988797,408019125
1215,1215,TXMVL,WITPF,S,P,P,118846456,1560214473,0,326097515,371432031,383229846,585422294,989978155,956332024,233433527,554576797,848714962,317540745,350178186,278678879,719027411,75046508,418066873,238604696,989056682,423153951,57475106,128493771,65284811
1216,1216,QWRQY,TNHDK,P,U,P,154409462,3304696503,3,916941829,590700545,503177095,962055998,160409701,538863479,441488049,759355243,576662608,110995637,471108,219456602,699018097,815047584,165226925,958035207,351584048,384107287,214162371,734858033,634884089
1217,1217,OTLUV,FKWKL,P,P,U,93586559,4390396455,1,245929744,792691462,837964061,200344947,340237843,552965444,240310429,388085106,592181055,436090924,747506176,942846231,697109056,465148719,963846455,853814418,139178011,214072921,570215984,374740385,389812712
1218,1218,GPMJL,KJWWT,U,P,P,69671001,3045353349,3,972955765,943333689,593790021,838456249,980829176,94090306,195993481,531989254,819673968,362028315,4278349,190476832,89821872,868767725,919017195,86485757,276375912,707319712,689072302,494281028,818136551
1219,1219,SNKQJ,BIPLU,U,P,S,136657111,3211887808,1,38874,942772325,604920871,95562347,459742506,601668962,794432412,152880445,123718689,96489268,12982535,747683893,824065521,518493273,838307296,574497354,795385447,891395268,472393106,806685098,234180852
1220,1220,FTNJV,WMAYK,P,P,U,426460879,4001557936,1,734444971,903229169,482615421,219348739,299882213,579306484,568884506,263437,651748512,322666993,638518306,707966485,99253213,451696603,66970468,42284252,338929459,422075204,782527534,528121522,406581129
1221,1221,KFUQF,BRJNG,S,S,S,477395864,378603955,3,756980543,420121645,175401439,422594211,137229838,21249322,242514968,9201113,2171887,753412107,470575311,685072462,902202039,356678573,987915835,405228738,899252111,263413826,766589132,79078135,782532395
1222,1222,TQAFG,YIDGO,P,S,P,547140184,344000754,0,755171568,974747001,5008782,102181684,925214987,600831488,267429617,163027701,19088969,548224812,114735326,798908643,22376713,567037755,891143439,58392212,800859915,568465219,997212749,299005548,536092408
1223,1223,VDLMT,AJOFR,U,S,S,93990922,2611495467,0,99608363,398443449,8572657,776804257,149135535,717780313,969476184,704459113,11816556,403907479,894752509,358425228,568496262,703986769,271151358,819508431,119891641,487707709,441854132,993939195,203382999
1224,1224,GGWOB,WUYAQ,U,P,S,291207084,2295574251,0,587462655,539894376,46415578,639503403,111875575,930674149,852853851,291891749,26288115,977288443,235632007,753566286,822049898,36598768,609442237,274597259,714071915,929817826,392400789,675407951,33995725
1225,1225,DSBWH,SQCSA,S,P,S,503085972,2219005417,0,869616269,927348641,810209415,827059325,262584668,50195284,33850889,695183765,967513876,965443313,101793769,570043468,74541539,923891631,381295771,457741555,672504404,115163234,199959528,894102559,573188136
1226,1226,NCJRX,PBUOT,S,P,P,97198133,885580576,0,223544956,133037684,996436631,18221065,2930429,294320993,314465181,807830078,912889444,212413432,1394586,594594359,38738699,823683891,163505912,514900105,54180145,62987461,852137087,100305328,750390572
1227,1227,BBEKA,TSGUA,P,P,P,697322301,7016782801,0,367299767,181697725,899533835,9861472,650387248,101772012,114247055,115154125,428530901,346415459,818730847,79541601,69848505,233803178,357511492,645585906,414412122,262750903,72823034,707043999,446243916
1228,1228,UDIWX,BIFSG,P,P,P,799619865,10130096,0,947724099,283216291,79154867,160786274,656981081,866762755,755452772,497449355,120543904,127818265,909661168,741647988,932880422,268855906,578614697,464791085,254983016,856575072,587707256,496917303,468241909
1229,1229,OCCKD,GXCAO,P,S,P,261945428,4578369897,0,224018491,380283194,49662717,410979668,810627586,937845412,288917612,937257451,688185795,823471043,152774191,716371742,325630822,93218576,914708964,570266832,137868253,990854676,787290543,506174581,69616664
1230,1230,AQMNP,GNHMT,S,S,S,290498546,525572901,1,819406732,288516836,141604504,376722956,80078549,929315381,726472386,123979911,767673728,726607891,237337778,260958319,34107429,240581112,169122705,140332057,564328236,184903614,479965242,962355289,800610387
1231,1231,VVBBS,KUTWA,S,P,P,981444301,3221744379,0,5853715,895429358,762471515,916238852,458018222,467650544,422326403,687988902,143980088,27504816,330544106,707486103,974645668,842235521,78463815,569692411,562560981,142735349,840038898,122706242,470419489
1232,1232,ESTBQ,VUWKX,S,P,S,349623837,395898921,3,784309123,431964385,768338263,354878896,794602431,452073226,746768966,116848888,237235946,634655204,481549487,705703451,199293804,177853229,554794631,245503089,452391848,350635553,129600902,137008044,714133308
1233,1233,LCYON,QLNSW,S,P,P,190817358,3831296128,0,781273819,828406069,161774791,892127742,12010961,378349001,213220326,3156256,647678322,92448898,918923583,740694604,39666214,426290146,177997581,165130541,796152134,408659126,526168033,858064776,575721537
1234,1234,VSAXM,OBIOE,P,P,P,829518367,2673256124,0,18411243,855604856,598071783,36808079,390124059,660983438,654055524,399709587,873943187,875729687,96723721,753959199,140862753,300272958,743610034,793775127,390002428,521747689,742066534,920943743,447567713
1235,1235,EHTRM,JAUJH,U,U,S,901328564,1276423239,2,431716362,536422223,786361974,409045602,24437285,386772505,680497564,98276311,328373765,331512694,227411445,26076788,565864708,355288159,22189193,107311685,91009162,326958272,71980053,724442789,680463911
1236,1236,RLDVM,AKWFB,P,P,U,383934676,255784125,0,521991687,67086131,638188504,427095518,34597228,195658607,607080668,807022699,469922018,290063903,523051029,892328656,98775643,271442358,930268308,726326471,315141555,114504437,639602017,106561856,268422215
1237,1237,VHNTK,FBYJB,U,U,S,546222189,4331625954,0,897942142,205924683,614220234,45455119,746228945,653609692,313406042,15869855,927761862,167678653,818121185,739974802,462231032,1909061,759990392,834883027,293545413,912672724,981558925,416626728,468431271
1238,1238,AFGSO,CJFCJ,S,P,P,781156392,1457949639,0,451837627,210997232,553702043,329494798,600567245,556475518,342339946,407219134,545518983,306186021,743868859,802278389,776000978,11029866,896603205,783150603,644993118,495500285,361611202,435042167,311729259
1239,1239,GAQHR,ATIKD,P,P,P,66644195,3894877454,0,831100943,178849723,54028248,122879783,369156405,809829705,257827506,766387781,212640607,402749594,89097704,507171951,616949098,874487233,890091182,282138477,551306376,225010721,838579443,966356139,454644427
1240,1240,FEPFV,STGYF,P,P,P,629373794,3838264925,0,423944172,150408824,90950261,41054148,568907538,949367104,49787567,91302153,624887598,73714709,620088819,634750194,145908333,601498136,881744498,113590878,233348918,871580766,962551733,761204761,741687855
1241,1241,NHDUM,EPMYT,U,P,U,290563232,759106331,0,682445627,919420144,266128542,105183292,226149959,320302528,810265064,11011805,846446461,362868802,332698879,533326888,306375157,276024379,76263955,956786686,88739093,392578618,391629385,621450764,580997445
1242,1242,NWDOS,ODNKJ,P,P,P,733224738,1119770541,0,126982746,252678276,288936661,76492798,120926673,739532082,690097129,676581938,748745492,521915046,682072175,445817695,4924502,608541729,374413372,833320898,764029222,92895812,437221705,14960692,52292171
1243,1243,THQFS,OYCFX,P,U,U,53287831,6535635792,0,47694632,801816657,778084167,655780221,349640853,401358606,193224706,878754327,999219743,744768937,350129447,38442146,280806525,98406089,589281797,143277829,418470449,401493737,204204679,2200582,860394441
1244,1244,AXSKO,HWPYR,P,P,S,990182377,2795301482,0,721403317,838049681,913912673,85921461,158806761,306265505,330735289,852532012,887406941,57313331,475135222,682375901,90354745,247787694,797453473,875102982,955789931,116671639,159469302,264895921,483742192
1245,1245,QARXT,YNGOV,P,S,S,90873754,347196868,1,604552633,71947703,262056865,18011238,893004983,534870299,25343944,56321047,781109667,197149272,365214439,49898732,872813015,15503928,414192428,628780521,86729995,176726544,534536957,991557356,532079139
1246,1246,PBJFD,FUGLX,P,P,U,940953677,3102155503,2,3740147,168557115,789668299,66771461,375190475,82679328,97739082,943804689,227255143,278166258,37921908,430333895,683175469,845497536,826960239,599566648,390352154,166922056,478110531,622759143,596759583
1247,1247,TIJNO,QGBOD,P,S,S,59689372,2841605472,1,519670575,838105834,70991017,367717279,429527056,87835229,777348123,106210616,62893142,865992539,65932855,451628095,63059714,782194088,166824421,29729662,910601773,838163622,963581093,613406888,728463506
1248,1248,QBYUX,PSBUS,P,P,P,393800215,391051795,3,60979417,895300532,892725041,562872761,530789672,901453536,525624329,111571952,925676691,998571333,543651442,919486108,540349204,847747749,264727155,571891237,375078533,628692899,912088517,80512055,650579133
1249,1249,UQTJV,QOYOX,U,P,P,797130393,733716796,0,18495089,22720375,930092579,410077274,49430345,252148981,529717642,128761813,526572785,136042867,160471082,52076961,508565351,630747238,95298327,99554371,30236851,623448262,86761245,73177818,602507994
1250,1250,QTHPL,XOPGK,S,U,S,484090418,2032720789,0,215817581,630802266,582033648,765783543,46078784,983707156,435330001,543521585,591310144,510841635,171440129,403625782,380791814,99202839,854798895,498415312,251984228,860760896,714933919,192054164,70118713
1251,1251,IBKNC,TWFON,P,P,S,678960182,4111515712,0,664649099,440244611,76602449,244870415,535191494,4886698,731515897,623905874,443961986,981539006,730180574,17234122,4294341,151965764,178828998,590743274,24110744,277621794,963417988,863014047,535495291
1252,1252,EGFEN,BQTLV,S,S,P,65808998,4456513055,0,754899943,363829387,222836704,975891321,857619359,602203773,7421981,36717686,879180583,697193649,62964783,274538833,521923145,228868951,789455136,874683343,894190027,733268944,226977057,998667245,547836183
1253,1253,JPYGT,YMMSA,P,S,P,184660681,675215023,3,899830724,47435507,30733099,520810167,198300598,599808348,4710472,929296607,652977394,530755453,37643219,643262339,31925301,364527092,64781479,800626072,722463982,428705474,842497527,2935999,905161854
1254,1254,MENSV,GRDTT,P,P,P,649455077,1755765288,0,269025482,432588275,197723113,1942907,816655315,610520505,942507922,216099556,604867345,99159411,627004489,741788062,684318973,643867941,796750325,273115775,927690057,35231953,307093322,661824033,558968512
1255,1255,ITHHF,GIHXD,S,S,S,544229879,3311999064,0,940396372,59717036,507297207,956512907,452560086,174985317,767600262,588849689,234815851,910354614,946795463,184184244,512190511,736522459,487669177,26290832,514397033,620138946,370753041,831441609,599781502
1256,1256,QWYPG,VVKIU,U,P,U,34285294,4880866036,0,914376397,455835068,766127934,91806189,698604036,767720539,34596696,83657575,401572525,812148599,127211086,700790889,701133552,560743047,236758602,840462469,512876685,39705895,542220935,269356048,273406219
1257,1257,WJFJU,UFJOD,P,P,P,781635422,7949337611,0,407365247,41765441,119751086,679856594,634456837,306995524,748336307,406859546,487153541,875779828,87318079,185307031,27289359,647116955,62874114,206119747,474413905,249172596,404432582,858880098,533790971
1258,1258,UYDYL,AKPBM,P,P,S,474711594,1807509084,0,949749008,702466301,234321776,18704984,751300229,186847369,66886067,589413626,87005934,2920614,837099169,7200402,866990139,115247175,897867567,933847093,954754444,600227479,93526258,246749852,350828954
1259,1259,TWGGY,KNGLF,S,U,S,976674362,322359341,0,874498881,4919069,138280837,442851888,749551598,233800856,7795653,253298758,94414647,833090873,123339721,881515037,784730945,141846578,657366659,65296103,859920302,170175066,340288413,363074531,741454477
1260,1260,YTIOL,OXDMH,P,S,U,606656545,30337.65,1,879066683,143055525,577626783,876383208,533410383,583433675,678903683,63075699,811005174,887046515,54505353,695658558,888099678,81248971,850297015,326272708,628686103,433836458,781703086,718312285,407262132
1261,1261,AGGBM,QCRVY,P,P,P,875653259,4737297327,1,71990673,297565888,459116481,745494801,190244932,504388635,747072678,176562441,207380725,827508345,165758547,700574249,682534967,61759165,591329392,323475826,245305459,5502738,168404136,506180808,506952206
1262,1262,XCFMI,CQLMJ,P,S,S,600426689,3782546816,2,83715804,204036773,17054091,476216713,877916827,347927054,628861992,656869337,908065611,825004034,533093723,169717828,398468161,751171224,981444866,571357419,846474581,954226027,846622752,190254172,740738386
1263,1263,ITEOX,HQXBR,P,S,S,744668362,2654323294,1,438517427,795727728,758035751,93448945,382703952,965491553,698643103,586856616,956936997,849538804,709191562,430840719,925968046,676275108,21962442,423755829,869552172,20009274,56167477,960412904,232118981
1264,1264,FBISA,DYCRD,P,S,P,577099118,5406208225,0,794423347,409995542,712169854,385148343,117267641,897679699,765498306,76502181,64290733,769431763,210343486,702828267,234903703,53682673,119022681,75346953,687303425,133631555,120737204,698185352,500495313
1265,1265,PDCSR,BUNPQ,S,P,P,30064327,2071521895,0,464724073,879592756,462114614,682042797,550434616,287872137,921068954,258718223,238581175,482192074,694235943,73887314,445023408,661489276,891915337,277868178,133491549,645118169,840658136,231149674,648195694
